time_s,truth,sensor_1,sensor_2,sensor_3,estimate,mode
34.7,19.3549281994,9.34618690926,19.7030993401,28.9583448987,nan,2
34.8,19.3360296236,9.27670975153,19.5123259513,29.2658911841,nan,2
34.9,19.3171974442,9.15876283045,19.2640213231,29.0412116947,nan,2
35,19.2984335446,9.32222429896,19.7865259127,29.5274398443,nan,2
35.1,19.2797398011,9.05793797975,19.1050715846,29.1987942393,nan,2
35.2,19.2611180829,9.46200130846,19.0968206811,29.1230717991,nan,2
35.3,19.2425702523,9.41952013904,19.4155007664,29.1678073203,nan,2
35.4,19.2240981641,9.00054548124,18.9141491995,29.0843001387,nan,2
35.5,19.2057036654,8.75959788497,19.3556676418,29.0796975255,nan,2
35.6,19.1873885957,9.28364732856,19.5610535732,29.4219877371,nan,2
35.7,19.1691547865,8.93892781887,19.3430045838,29.400726192,nan,2
35.8,19.151004061,9.00173275741,18.9603446764,29.1290656816,nan,2
35.9,19.1329382345,8.81265356459,19.4270852244,28.6518654759,nan,2
36,19.1149591134,8.89359763026,19.0610460806,29.0695416951,nan,2
36.1,19.0970684957,9.13029333031,19.1513582094,29.0543460928,nan,2
36.2,19.0792681703,9.3066454341,18.6513929364,29.0792352676,nan,2
36.3,19.0615599174,8.91864303508,19.0880626045,29.105711885,nan,2
36.4,19.0439455077,8.86157973243,18.9157557084,29.2024628524,nan,2
36.5,19.0264267027,9.09623795642,18.8903770154,29.4344048946,nan,2
36.6,19.0090052542,9.47084078387,18.7165127584,29.0693642462,nan,2
36.7,18.9916829043,9.49348179142,19.1484626301,29.0358949329,nan,2
36.8,18.9744613853,8.93285001862,18.8662225281,28.9319584448,nan,2
36.9,18.9573424193,8.84719653681,19.106324091,28.8777116888,nan,2
37,18.9403277182,8.85209741578,18.6998955808,28.9304097433,nan,2
37.1,18.9234189834,8.74459464873,18.8872689497,29.131782094,nan,2
37.2,18.9066179059,8.97980288312,19.0075629648,28.9778360858,nan,2
37.3,18.8899261656,8.90176131164,18.8644605195,28.8283649224,nan,2
37.4,18.8733454318,9.02516883357,18.6564974699,29.141489949,nan,2
37.5,18.8568773625,8.86369297505,18.7071372844,28.7590481467,nan,2
37.6,18.8405236045,8.7051255243,18.8725649043,28.6969549956,nan,2
37.7,18.8242857932,9.052712033,18.6679579947,28.3697814072,nan,2
37.8,18.8081655524,8.66196585384,18.4064613177,28.8001917823,nan,2
37.9,18.792164494,9.00399608965,18.921716454,28.524646593,nan,2
38,18.7762842181,8.6238331618,19.1320109252,28.8399864999,nan,2
38.1,18.7605263128,8.76135005134,18.971738825,29.2510745379,nan,2
38.2,18.7448923538,9.00420700936,18.7727754048,28.815829989,nan,2
38.3,18.7293839046,8.85279986281,18.6068442053,28.51764001,nan,2
38.4,18.7140025159,8.72449233259,18.52456027,28.7017100321,nan,2
38.5,18.6987497259,8.71797433387,19.1669571902,28.5285397269,nan,2
38.6,18.6836270598,8.6592692734,18.6507664819,28.7710891665,nan,2
38.7,18.6686360299,8.87798089622,18.5705393296,28.5043656239,nan,2
38.8,18.6537781353,8.32563601213,18.468537236,28.7610663022,nan,2
38.9,18.6390548618,8.64818427015,18.4359680628,28.5645013665,nan,2
39,18.6244676816,8.63076227119,18.725203468,28.5057888111,nan,2
39.1,18.6100180536,8.55993004204,18.2463311069,28.3797408931,nan,2
39.2,18.5957074225,8.91925055417,18.158079288,28.528146912,nan,2
39.3,18.5815372196,8.62537686547,18.5066673705,28.4199057149,nan,2
39.4,18.5675088618,8.55529315527,18.5665157815,28.5510853808,nan,2
39.5,18.5536237518,8.1780813276,18.5241430262,28.3826012138,nan,2
39.6,18.5398832783,8.43033610336,18.585278231,28.6680290284,nan,2
39.7,18.5262888153,8.70564428212,18.4270062039,28.7110893706,nan,2
39.8,18.5128417221,8.74758722864,18.740169307,28.7907953099,nan,2
39.9,18.4995433435,8.47040684236,18.4647169605,28.6645534994,nan,2
40,18.4863950094,18.2130901464,18.5282808188,18.380283211,nan,2
40.1,18.4733980345,18.3996402243,18.1250951449,18.2952891733,nan,2
40.2,18.4605537185,18.4564549326,18.6382443533,18.6585590364,nan,2
40.3,18.4478633458,18.4317980508,18.4100056744,18.2817275084,nan,2
40.4,18.4353281855,18.5157994849,18.3858125854,18.5565050934,nan,2
40.5,18.4229494911,18.773286852,18.4164744997,18.1234785963,nan,2
40.6,18.4107285005,18.2385584119,18.1190990122,18.1713065626,nan,2
40.7,18.3986664356,18.6597205803,18.4439983503,18.0946315493,nan,2
40.8,18.3867645028,18.517490936,18.6388394776,18.3147895913,nan,2
40.9,18.3750238922,18.2398257244,18.3075483497,18.4319451943,nan,2
41,18.3634457779,18.4914398079,18.5998891455,18.6059414191,nan,2
41.1,18.3520313176,18.5891120872,18.6244156039,18.4843088755,nan,2
41.2,18.3407816528,18.0346003319,18.3145888069,18.4035657553,nan,2
41.3,18.3296979084,18.2530726554,18.5119500794,18.257655114,nan,2
41.4,18.3187811929,18.1336317869,18.6076409928,18.4519820549,nan,2
41.5,18.3080325978,18.3518833547,18.4933744161,18.5205394457,nan,2
41.6,18.2974531981,18.3656603603,17.8059209143,18.162335308,nan,2
41.7,18.2870440517,18.1957282258,18.0902038726,18.3267795385,nan,2
41.8,18.2768061994,18.5152466259,18.1798250823,18.0498396654,nan,2
41.9,18.266740665,18.6723476272,18.1764531438,18.0201476801,nan,2
42,18.2568484552,18.3043839051,18.3419849715,18.1158384372,nan,2
42.1,18.247130559,18.4052212739,18.1496666714,18.0625403759,nan,2
42.2,18.2375879483,18.273306122,18.3917417438,18.1108176501,nan,2
42.3,18.2282215774,18.2943466886,18.2095232495,18.7931083074,nan,2
42.4,18.2190323828,18.0773204466,18.4958667029,18.2085631251,nan,2
42.5,18.2100212835,18.1846688828,18.3543543059,18.3888193969,nan,2
42.6,18.2011891806,18.4545923088,18.2669195277,18.0811099027,nan,2
42.7,18.1925369573,18.0850077365,18.2944675955,18.3087169314,nan,2
42.8,18.1840654788,18.4636756669,18.2677515699,18.3960991318,nan,2
42.9,18.1757755922,18.4791297991,18.2087357011,17.8786638619,nan,2
43,18.1676681265,17.9318127092,17.8801075529,18.4859862027,nan,2
43.1,18.1597438925,17.9902621735,18.4061122056,18.2768902748,nan,2
43.2,18.1520036826,18.4950575079,18.3526224465,18.1315296303,nan,2
43.3,18.1444482707,18.1044421806,18.1614818147,18.1795004611,nan,2
43.4,18.1370784125,18.0309296783,18.130552753,18.4589424249,nan,2
43.5,18.1298948449,17.7894671827,18.1815924728,17.9485042837,nan,2
43.6,18.1228982862,18.1603057028,18.2908694413,18.1113762501,nan,2
43.7,18.1160894362,18.2706868202,17.7981215559,18.3374872587,nan,2
43.8,18.1094689756,17.9888431271,18.2339505896,18.1459585948,nan,2
43.9,18.1030375666,17.5859251308,17.9518247423,18.1471392402,nan,2
44,18.0967958522,18.4075910685,18.1542495094,18.1483350282,nan,2
44.1,18.0907444567,17.8082076388,18.376973796,18.4521598557,nan,2
44.2,18.0848839851,18.0905989937,18.0409325755,17.7610740419,nan,2
44.3,18.0792150235,18.2558792353,18.6196708887,18.2226376385,nan,2
44.4,18.0737381389,18.3264788425,18.1821555976,17.8767349615,nan,2
44.5,18.0684538788,18.335788405,17.8215388989,18.0263208976,nan,2
44.6,18.0633627717,18.1191331207,18.2399447038,18.1465599048,nan,2
44.7,18.0584653267,18.1358322269,17.906167713,17.8005910439,nan,2
44.8,18.0537620335,18.0660581672,17.9117230781,17.7922049079,nan,2
44.9,18.0492533626,17.7960640683,17.9512276678,17.6787375906,nan,2
45,18.0449397647,17.7754460241,17.7179123789,18.0813916574,17.7754460241,0
45.1,18.0408216711,18.122418517,18.4422498638,17.7413157113,18.122418517,0
45.2,18.0368994938,17.900980102,18.2194217717,17.9935447328,17.9935447328,0
45.3,18.0331736249,17.9677740372,18.3750075656,17.965492393,17.9677740372,0
45.4,18.029644437,17.7984054631,17.766256445,18.0967833015,17.7984054631,0
45.5,18.026312283,18.0873606037,17.7519718089,17.8292330314,17.8292330314,0
45.6,18.0231774961,18.1301200237,18.1386308506,17.8945330794,18.1301200237,0
45.7,18.0202403899,18.1446836302,18.1346113073,17.6636240401,18.1346113073,0
45.8,18.0175012579,17.9550885078,18.1005263761,17.9028861175,17.9550885078,0
45.9,18.0149603742,17.5871740004,17.9583574299,18.1653790061,17.9583574299,0
46,18.0126179927,18.3286991099,17.5744614605,18.5352822618,18.3286991099,0
46.1,18.0104743479,17.7850470816,18.201868522,18.257313962,18.201868522,0
46.2,18.0085296539,18.2051331139,18.0384533498,17.7762461213,18.0384533498,0
46.3,18.0067841053,18.1320958629,17.8637374699,17.5022451166,17.8637374699,0
46.4,18.0052378766,18.5710176033,18.146858281,18.3688533023,18.3688533023,0
46.5,18.0038911225,17.821566561,18.2973916872,18.3218649541,18.2973916872,0
46.6,18.0027439776,18.3136538825,17.9985027109,17.7622515688,17.9985027109,0
46.7,18.0017965566,17.9663339953,17.5612427339,17.6613940787,17.6613940787,0
46.8,18.0010489543,18.0194367106,17.8027692612,17.9681595833,17.9681595833,0
46.9,18.0005012455,17.9787012952,18.3866466552,18.2600265595,18.2600265595,0
47,18.0001534849,17.991178968,18.2419333917,17.8442108559,17.991178968,0
47.1,18.0000057072,17.9326263024,18.1820505692,17.7516735917,17.9326263024,0
47.2,18.0000579273,17.9442617817,17.7358887553,18.0235524089,17.9442617817,0
47.3,18.00031014,18.3268132911,17.8498907622,18.0454860392,18.0454860392,0
47.4,18.00076232,17.8212979396,17.7708525313,17.7535924159,17.7708525313,0
47.5,18.001414422,18.2923648383,18.4739015162,18.0980231631,18.2923648383,0
47.6,18.002266381,17.8590077872,18.1432447079,17.9354016758,17.9354016758,0
47.7,18.0033181117,18.1635977812,18.0615168393,18.0592589419,18.0615168393,0
47.8,18.0045695089,18.1260247208,17.8886707815,17.9236959443,17.9236959443,0
47.9,18.0060204475,17.6617713294,17.9176465592,17.7215539094,17.7215539094,0
48,18.0076707823,17.9787345425,17.8161445925,18.0279176664,17.9787345425,0
48.1,18.0095203485,18.1001682097,17.7254958342,17.8468645296,17.8468645296,0
48.2,18.0115689609,17.8229065805,18.1608676459,18.3528413664,18.1608676459,0
48.3,18.0138164148,18.1841237379,17.9439326292,18.3068176927,18.1841237379,0
48.4,18.0162624854,17.7134409381,18.3161340958,17.8850196441,17.8850196441,0
48.5,18.0189069281,17.462848285,18.5490678759,18.3345115429,18.3345115429,0
48.6,18.0217494784,17.815372733,18.0555512079,17.978849588,17.978849588,0
48.7,18.0247898522,18.0452340128,17.7281325647,17.8884910556,17.8884910556,0
48.8,18.0280277453,18.1216200018,18.0725669793,18.2678754473,18.1216200018,0
48.9,18.031462834,18.0474128855,18.5013071712,17.8883165225,18.0474128855,0
49,18.0350947748,18.0869612531,17.6518311956,17.784468149,17.784468149,0
49.1,18.0389232044,18.3046283966,17.8503626509,18.1450582392,18.1450582392,0
49.2,18.0429477401,18.0305935686,17.8340379486,17.9732978853,17.9732978853,0
49.3,18.0471679794,17.9443212525,17.9496948057,18.1978896216,17.9496948057,0
49.4,18.0515835003,18.1820524112,17.936098361,17.8701629395,17.936098361,0
49.5,18.0561938612,18.1126613281,18.0361907788,18.2618503537,18.1126613281,0
49.6,18.0609986011,18.5920573152,18.229583488,18.0540525469,18.229583488,0
49.7,18.0659972395,18.0315884453,17.8946584154,17.8846626826,17.8946584154,0
49.8,18.0711892766,17.8705061745,17.9921222423,17.9857605874,17.9857605874,0
49.9,18.0765741931,18.2253203345,17.9967743901,18.0370842499,18.0370842499,0
50,18.0821514507,nan,18.4110665765,18.1835487326,nan,2
50.1,18.0879204915,nan,18.2472976499,18.3858476818,nan,2
50.2,18.0938807386,nan,18.2373129002,18.6349820125,nan,2
50.3,18.1000315961,nan,18.3352853871,18.4396204398,nan,2
50.4,18.1063724488,nan,18.259414936,18.3622993424,nan,2
50.5,18.1129026627,nan,18.1963850084,17.9353016756,nan,2
50.6,18.1196215848,nan,17.9933090357,18.0903679303,nan,2
50.7,18.1265285432,nan,18.2191351766,17.8363468052,nan,2
50.8,18.1336228471,nan,18.3703286384,18.282335401,nan,2
50.9,18.1409037872,nan,18.1226424538,18.2531370713,nan,2
51,18.1483706353,nan,17.8041581477,18.3002264882,nan,2
51.1,18.1560226449,nan,17.7773646549,18.3599581692,nan,2
51.2,18.1638590507,nan,18.1409760067,18.4452621987,nan,2
51.3,18.171879069,nan,18.2052980675,18.4722699994,nan,2
51.4,18.1800818979,nan,18.0942292913,18.2036773424,nan,2
51.5,18.1884667171,nan,18.5063004631,18.0020971623,nan,2
51.6,18.1970326881,nan,17.9396959282,18.3345471686,nan,2
51.7,18.2057789543,nan,17.67474656,18.2045503236,nan,2
51.8,18.2147046411,nan,18.1233483386,18.5310150009,nan,2
51.9,18.223808856,nan,18.0058187709,18.5199854274,nan,2
52,18.2330906886,nan,18.5500368721,18.2996121634,nan,2
52.1,18.2425492105,nan,18.2289157362,18.4953748966,nan,2
52.2,18.2521834761,nan,18.2523657826,18.2622122103,nan,2
52.3,18.2619925219,nan,18.1430590877,18.6591684718,nan,2
52.4,18.271975367,nan,18.0393935433,18.1738918573,nan,2
52.5,18.2821310131,nan,18.4140428995,18.2539312062,nan,2
52.6,18.2924584447,nan,18.2973748689,17.9483209347,nan,2
52.7,18.302956629,nan,18.4672365479,18.2044028701,nan,2
52.8,18.3136245163,nan,18.5641430229,18.4472070148,nan,2
52.9,18.3244610397,nan,18.7620574126,18.461760799,nan,2
53,18.3354651156,nan,18.4860044608,18.4193344143,nan,2
53.1,18.3466356435,nan,18.3616386844,18.3127108035,nan,2
53.2,18.3579715066,nan,18.3225212151,18.2997604373,nan,2
53.3,18.3694715711,nan,18.0312522115,18.2965415674,nan,2
53.4,18.3811346871,nan,18.4020937952,18.147662767,nan,2
53.5,18.3929596883,nan,18.1430254166,18.3469514453,nan,2
53.6,18.4049453922,nan,18.2625939318,18.2999450566,nan,2
53.7,18.4170906002,nan,18.3381479012,18.3560393232,nan,2
53.8,18.4293940978,nan,18.6450779191,17.9764689156,nan,2
53.9,18.4418546547,nan,18.2348719666,18.2189719585,nan,2
54,18.4544710249,nan,18.2821613631,18.5163142351,nan,2
54.1,18.4672419466,nan,18.4923588022,18.5495260616,nan,2
54.2,18.4801661429,nan,18.506941378,18.815669966,nan,2
54.3,18.4932423213,nan,18.3626464366,18.4799381991,nan,2
54.4,18.5064691743,nan,18.5618964177,18.6829590022,nan,2
54.5,18.519845379,nan,18.477056612,18.7473046072,nan,2
54.6,18.533369598,nan,18.5717900986,18.324143438,nan,2
54.7,18.5470404788,nan,18.4423478409,18.9823044835,nan,2
54.8,18.5608566544,nan,18.4548649171,18.4482179487,nan,2
54.9,18.574816743,nan,18.7060027667,18.6127148304,nan,2
55,18.5889193489,19.0004822838,18.6316782382,18.8784001787,nan,2
55.1,18.6031630616,18.6585052848,18.7242793613,18.3144430736,nan,2
55.2,18.6175464568,18.5921345672,18.6037569087,18.5689550554,nan,2
55.3,18.6320680962,18.2014923708,18.8081929886,18.5546380303,nan,2
55.4,18.6467265277,18.5591122633,18.5956922355,18.60111069,nan,2
55.5,18.6615202854,18.7429399696,18.4073138351,18.4753118741,nan,2
55.6,18.67644789,18.7345745492,18.7055644523,18.6011169282,nan,2
55.7,18.6915078487,18.5767253676,18.5246229081,18.6798368159,nan,2
55.8,18.7066986555,18.9428451501,18.4950885052,19.0113622648,nan,2
55.9,18.7220187913,18.8908150844,18.6314260439,18.8786337664,nan,2
56,18.7374667243,18.4442860409,18.3911517352,18.479510273,nan,2
56.1,18.7530409094,18.6710916164,18.6879589157,18.650012426,nan,2
56.2,18.7687397895,18.7886243276,18.341709008,18.8678096708,nan,2
56.3,18.7845617946,18.5007016788,18.6523916735,18.7019917013,nan,2
56.4,18.8005053424,18.5692632151,18.5263054087,18.5992890094,nan,2
56.5,18.8165688387,18.8141841103,18.9345652745,18.9294158743,nan,2
56.6,18.8327506772,18.6338524695,18.6744352476,18.6486300443,nan,2
56.7,18.8490492396,18.939011702,18.4415652035,19.0967170917,nan,2
56.8,18.8654628961,18.7685019211,18.7087579234,18.9333536553,nan,2
56.9,18.8819900054,19.0885138165,18.9505066568,19.0925388969,nan,2
57,18.8986289148,18.9255006781,19.1445566359,19.1476609225,nan,2
57.1,18.9153779604,18.8954822025,19.2032191379,18.9483247006,nan,2
57.2,18.9322354672,18.9496141113,18.7479407331,18.8744794661,nan,2
57.3,18.9491997496,19.1047162988,18.6866703677,19.0791245515,nan,2
57.4,18.9662691112,19.0359923015,19.0217813945,18.5249706721,nan,2
57.5,18.983441845,18.9627932611,19.1130938465,18.8308508536,nan,2
57.6,19.0007162338,19.0187775736,18.52510158,19.134994841,nan,2
57.7,19.0180905501,18.8856039881,19.1923619396,18.6495332949,nan,2
57.8,19.0355630565,19.1740165342,18.988175199,19.197083816,nan,2
57.9,19.0531320058,18.8679900484,18.9294406009,19.5016222748,nan,2
58,19.0707956412,18.9048052111,18.9295901997,19.0154792337,nan,2
58.1,19.0885521962,18.884040451,19.3266435534,19.433554859,nan,2
58.2,19.1063998952,18.9655786819,18.7611934594,19.3407953558,nan,2
58.3,19.1243369535,19.3460150558,19.2886687919,19.3556392404,nan,2
58.4,19.1423615773,18.9688565242,19.1086622956,18.8655396565,nan,2
58.5,19.1604719643,18.8768393984,19.3566922258,19.0260893118,nan,2
58.6,19.1786663034,19.6345806222,19.1935023254,19.0505813404,nan,2
58.7,19.1969427752,19.3565198159,19.5571952467,19.2941689671,nan,2
58.8,19.215299552,18.9718705179,19.2895001124,19.4904191642,nan,2
58.9,19.2337347982,19.1350866084,19.0790064068,19.4370243805,nan,2
59,19.2522466703,19.2802402184,19.0317382498,19.17629735,nan,2
59.1,19.2708333172,19.119700819,19.3300870501,19.2927702199,nan,2
59.2,19.28949288,19.5195822886,19.4314258884,18.9767860812,nan,2
59.3,19.308223493,19.3896215993,19.487609957,19.3993993464,nan,2
59.4,19.3270232831,19.5330352149,19.2171078845,19.1368569176,nan,2
59.5,19.3458903703,19.5319043753,19.132797436,18.9139828637,nan,2
59.6,19.3648228679,19.5698828568,19.2199858827,19.3036096277,nan,2
59.7,19.3838188826,19.104223013,19.1187133652,19.1525011142,nan,2
59.8,19.402876515,19.3307465447,19.4768763302,18.9433142719,nan,2
59.9,19.4219938592,19.5724284942,19.1855942267,19.2087315077,nan,2
