time_s,x_m,y_m,z_m,vx_mps,vy_mps,vz_mps,analytic_error_m
2693.16465627,-6798418.31366,1296867.65318,0,-1422.03562982,-7454.5718249,0,0.00094585062134
2702.71488555,-6811626.07013,1225604.9762,0,-1343.89499188,-7469.05433612,0,0.000945260611444
2712.26511482,-6824086.85505,1154207.89782,0,-1265.60698071,-7482.71778136,0,0.000948502357891
2721.8153441,-6835799.30198,1082684.24754,0,-1187.18018146,-7495.56066227,0,0.000956211675537
2731.36557338,-6846762.12648,1011041.86873,0,-1108.62319453,-7507.58157049,0,0.000964742601999
2740.91580266,-6856974.12634,939288.617785,0,-1029.94463459,-7518.77918779,0,0.000968522762617
2750.46603194,-6866434.18168,867432.363255,0,-951.153129608,-7529.15228623,0,0.000964243466809
2760.01626121,-6875141.25509,795480.984988,0,-872.257319978,-7538.69972827,0,0.000955344884458
2769.56649049,-6883094.39177,723442.373263,0,-793.265857508,-7547.42046695,0,0.000950608860478
2779.11671977,-6890292.71958,651324.427929,0,-714.1874045,-7555.31354591,0,0.000955568053061
2788.66694905,-6896735.44917,579135.057533,0,-635.030632791,-7562.37809961,0,0.000964680791558
2798.21717832,-6902421.87407,506882.178455,0,-555.80422281,-7568.61335332,0,0.0009649114048
2807.7674076,-6907351.37071,434573.714039,0,-476.51686262,-7574.01862327,0,0.000951508869239
2817.31763688,-6911523.39853,362217.593726,0,-397.177246973,-7578.59331673,0,0.00094658730446
2826.86786616,-6914937.50002,289821.752179,0,-317.794076352,-7582.33693201,0,0.00100132906374
2836.41809543,-6917593.30075,217394.128416,0,-238.37605602,-7585.24905859,0,0.00115404948162
2845.96832471,-6919490.50943,144942.66494,0,-158.931895064,-7587.32937714,0,0.00137911460098
2855.51855399,-6920628.91794,72475.3068665,0,-79.4703054401,-7588.57765952,0,0.00160072244579
2865.06878327,-6921008.40138,0.00105329370126,0,-1.01665546026e-06,-7588.99376885,0,0.00173539027864
2874.61901254,-6920628.91807,-72475.3047697,0,79.4703033842,-7588.57765952,0,0.00172211001855
2884.16924182,-6919490.50962,-144942.662871,0,158.931892945,-7587.32937715,0,0.0015512320862
2893.7194711,-6917593.30092,-217394.126385,0,238.376053815,-7585.24905863,0,0.00129883425531
2903.26970038,-6914937.50019,-289821.750183,0,317.794074068,-7582.33693206,0,0.001122311585
2912.81992965,-6911523.39891,-362217.591746,0,397.177244654,-7578.59331679,0,0.0011033172324
2922.37015893,-6907351.37124,-434573.71206,0,476.516860288,-7574.01862335,0,0.00110399386583
2931.92038821,-6902421.87467,-506882.176472,0,555.80422048,-7568.61335342,0,0.00110791821681
2941.47061749,-6896735.44978,-579135.055546,0,635.030630478,-7562.37809973,0,0.00111549141397
2951.02084676,-6890292.72013,-651324.425935,0,714.187402211,-7555.31354607,0,0.00112374038826
2960.57107604,-6883094.39222,-723442.371258,0,793.265855243,-7547.42046714,0,0.00112789761721
2970.12130532,-6875141.25541,-795480.982967,0,872.257317728,-7538.69972852,0,0.00112509448099
2979.6715346,-6866434.18184,-867432.361215,0,951.153127363,-7529.15228652,0,0.001118510638
2989.22176387,-6856974.12636,-939288.615727,0,1029.94463234,-7518.77918813,0,0.00111611756049
2998.77199315,-6846762.1264,-1011041.86666,0,1108.62319227,-7507.58157088,0,0.00112276669218
3008.32222243,-6835799.30184,-1082684.24546,0,1187.18017918,-7495.5606627,0,0.00113293734274
3017.87245171,-6824086.85491,-1154207.89575,0,1265.60697841,-7482.71778182,0,0.00113373695815
3027.42268098,-6811626.07005,-1225604.97415,0,1343.89498959,-7469.0543366,0,0.00111929952928
3036.97291026,-6798418.31373,-1296867.65117,0,1422.03562755,-7454.57182539,0,0.00110844671499
3046.52313954,-6784465.03433,-1367988.11205,0,1500.02032328,-7439.27183636,0,0.00114936189803
3056.07336882,-6769767.76196,-1438958.55763,0,1577.84052489,-7423.15604733,0,0.0012858260704
3065.62359809,-6754328.10827,-1509771.20519,0,1655.48769851,-7406.22622558,0,0.00150399050124
3075.17382737,-6738147.76635,-1580418.28932,0,1732.95332925,-7388.48422768,0,0.0017325970611
3084.72405665,-6721228.51047,-1650892.06274,0,1810.22892211,-7369.93199923,0,0.00188464620616
3094.27428593,-6703572.19596,-1721184.79721,0,1887.30600295,-7350.5715747,0,0.00189238167047
3103.8245152,-6685180.75901,-1791288.78434,0,1964.17611941,-7330.4050772,0,0.00173790540089
3113.37474448,-6666056.2165,-1861196.33643,0,2040.83084179,-7309.43471819,0,0.00148786122078
3122.92497376,-6646200.6658,-1930899.78737,0,2117.26176408,-7287.6627973,0,0.00129476594489
3132.47520304,-6625616.28457,-2000391.49345,0,2193.46050479,-7265.09170203,0,0.00126124923825
3142.02543231,-6604305.32993,-2069663.83406,0,2269.41870784,-7241.72390758,0,0.00126351917216
3151.57566159,-6582270.1388,-2138709.21272,0,2345.12804356,-7217.56197648,0,0.00126765782056
3161.12589087,-6559513.12759,-2207520.05782,0,2420.58020957,-7192.60855838,0,0.00127461949372
3170.67612015,-6536036.79186,-2276088.82347,0,2495.76693167,-7166.8663897,0,0.00128245002454
3180.22634943,-6511843.70602,-2344407.99033,0,2570.67996481,-7140.33829336,0,0.00128748647869
3189.7765787,-6486936.52311,-2412470.06642,0,2645.31109391,-7113.02717847,0,0.00128701706097
3199.32680798,-6461317.97447,-2480267.58796,0,2719.65213484,-7084.93603999,0,0.00128276143466
3208.87703726,-6434990.86948,-2547793.12021,0,2793.69493526,-7056.06795845,0,0.0012804868897
3218.42726654,-6407958.09521,-2615039.25822,0,2867.43137555,-7026.42609955,0,0.00128433652341
3227.97749581,-6380222.61616,-2681998.62773,0,2940.85336968,-6996.01371383,0,0.00129101082783
3237.52772509,-6351787.47385,-2748663.88588,0,3013.95286609,-6964.83413637,0,0.00129138625747
3247.07795437,-6322655.78654,-2815027.7221,0,3086.72184862,-6932.89078635,0,0.0012813509455
3256.62818365,-6292830.74886,-2881082.85885,0,3159.15233732,-6900.18716671,0,0.00127543508117
3266.17841292,-6262315.63146,-2946822.05243,0,3231.23638938,-6866.72686377,0,0.00131026695426
3275.7286422,-6231113.78064,-3012238.09379,0,3302.96609995,-6832.51354684,0,0.00142100676277
3285.27887148,-6199228.618,-3077323.8093,0,3374.33360307,-6797.5509678,0,0.00160096385101
3294.82910076,-6166663.64003,-3142072.06155,0,3445.33107249,-6761.8429607,0,0.00179322800801
3304.37933003,-6133422.41779,-3206475.75015,0,3515.95072252,-6725.39344133,0,0.00192102639399
3313.92955931,-6099508.59651,-3270527.81247,0,3586.18480892,-6688.20640682,0,0.00192326899391
3323.47978859,-6064925.8952,-3334221.22448,0,3656.02562973,-6650.28593512,0,0.00178730706874
3333.03001787,-6029678.10629,-3397549.00151,0,3725.46552612,-6611.63618466,0,0.0015796099166
3342.58024714,-5993769.09523,-3460504.199,0,3794.49688324,-6572.26139378,0,0.0014319920672
3352.13047642,-5957202.8001,-3523079.91333,0,3863.11213103,-6532.16588034,0,0.00141365812368
3361.6807057,-5919983.23059,-3585269.28226,0,3931.30374505,-6491.35404129,0,0.00141692029076
3371.23093498,-5882114.46822,-3647065.48601,0,3999.06424731,-6449.83035212,0,0.00142170537127
3380.78116425,-5843600.66573,-3708461.74796,0,4066.38620712,-6407.59936637,0,0.00142840396232
3390.33139353,-5804446.04658,-3769451.33528,0,4133.26224185,-6364.66571513,0,0.00143547778856
3399.88162281,-5764654.9045,-3830027.55977,0,4199.6850178,-6321.03410659,0,0.0014400347786
3409.43185209,-5724231.60301,-3890183.77856,0,4265.64725095,-6276.70932543,0,0.00144017662117
3418.98208136,-5683180.575,-3949913.39484,0,4331.14170782,-6231.69623236,0,0.00143776073035
3428.53231064,-5641506.32217,-4009209.85859,0,4396.16120618,-6185.99976359,0,0.00143745187005
3438.08253992,-5599213.4146,-4068066.6673,0,4460.69861594,-6139.62493023,0,0.00144174786634
3447.6327692,-5556306.4902,-4126477.36668,0,4524.74685982,-6092.57681781,0,0.00144686510624
3457.18299847,-5512790.25423,-4184435.55135,0,4588.29891422,-6044.86058568,0,0.00144530686491
3466.73322775,-5468669.47876,-4241934.86556,0,4651.34780994,-5996.48146644,0,0.00143575616211
3476.28345703,-5423949.00212,-4298969.00387,0,4713.88663296,-5947.44476543,0,0.00143389912558
3485.83368631,-5378633.72842,-4355531.71183,0,4775.90852519,-5897.75586006,0,0.00147230497803
3495.38391558,-5332728.62696,-4411616.78668,0,4837.40668524,-5847.42019929,0,0.00157783855787
3504.93414486,-5286238.73172,-4467218.07805,0,4898.37436913,-5796.44330299,0,0.00173923025712
3514.48437414,-5239169.14079,-4522329.48857,0,4958.80489107,-5744.83076137,0,0.00190229590592
3524.03460342,-5191525.01582,-4576944.97462,0,5018.69162417,-5692.58823435,0,0.00199735241697
3533.58483269,-5143311.58149,-4631058.54697,0,5078.02800117,-5639.72145089,0,0.00197408494117
3543.13506197,-5094534.12494,-4684664.27144,0,5136.80751517,-5586.23620846,0,0.00183489797477
3552.68529125,-5045197.99522,-4737756.26962,0,5195.02372034,-5532.1383723,0,0.00165816929264
3562.23552053,-4995308.60274,-4790328.71948,0,5252.67023262,-5477.43387481,0,0.00155870110999
3571.7857498,-4944871.41858,-4842375.85597,0,5309.74073042,-5422.12871493,0,0.00155719673767
3581.33597908,-4893891.97356,-4893891.97138,0,5366.22895532,-5366.22895754,0,0.00156117180687
3590.88620836,-4842375.85814,-4944871.4164,0,5422.12871275,-5309.74073266,0,0.00156633447841
3600.43643764,-4790328.72165,-4995308.60056,0,5477.43387265,-5252.67023488,0,0.00157259317926
3609.98666691,-4737756.27164,-5045197.99284,0,5532.13837021,-5195.02372261,0,0.00157865344373
3619.53689619,-4684664.27324,-5094534.12228,0,5586.23620646,-5136.80751746,0,0.00158228611885
3629.08712547,-4631058.5486,-5143311.57863,0,5639.72144895,-5078.02800348,0,0.00158261808909
3638.63735475,-4576944.97617,-5191525.01287,0,5692.58823243,-5018.69162652,0,0.00158202595822
3648.18758403,-4522329.49014,-5239169.13788,0,5744.83075947,-4958.80489347,0,0.00158430857732
3657.7378133,-4467218.07972,-5286238.72895,0,5796.44330107,-4898.37437158,0,0.00158996872472
3667.28804258,-4411616.78852,-5332728.62441,0,5847.42019734,-4837.40668773,0,0.00159385161775
3676.83827186,-4355531.71386,-5378633.72614,0,5897.7558581,-4775.90852772,0,0.00158944836339
3686.38850114,-4298969.00613,-5423949.00013,0,5947.44476346,-4713.88663551,0,0.0015786828385
3695.93873041,-4241934.86806,-5468669.47707,0,5996.48146448,-4651.34781249,0,0.00158025628381
3705.48895969,-4184435.55407,-5512790.25282,0,6044.86058373,-4588.29891675,0,0.00162533914035
3715.03918897,-4126477.36961,-5556306.48904,0,6092.5768159,-4524.74686232,0,0.00173333088264
3724.58941825,-4068066.67039,-5599213.41363,0,6139.62492837,-4460.69861841,0,0.00188501502821
3734.13964752,-4009209.86177,-5641506.3213,0,6185.99976177,-4396.16120863,0,0.00202416515008
3743.6898768,-3949913.39802,-5683180.57412,0,6231.69623059,-4331.14171027,0,0.00208632325344
3753.24010608,-3890183.78165,-5724231.60201,0,6276.7093237,-4265.64725343,0,0.00203385053746
3762.79033536,-3830027.56268,-5764654.90325,0,6321.0341049,-4199.68502033,0,0.00188834498476
3772.34056463,-3769451.33797,-5804446.04507,0,6364.66571348,-4133.26224446,0,0.00174063114453
3781.89079391,-3708461.75054,-5843600.66409,0,6407.59936474,-4066.38620978,0,0.00168390707248
3791.44102319,-3647065.48861,-5882114.46659,0,6449.83035052,-3999.06425,0,0.00168844290619
3800.99125247,-3585269.28485,-5919983.22895,0,6491.35403973,-3931.30374775,0,0.0016928786136
3810.54148174,-3523079.91591,-5957202.79845,0,6532.16587881,-3863.11213375,0,0.00169787771486
3820.09171102,-3460504.20157,-5993769.09355,0,6572.26139229,-3794.49688596,0,0.00170333340301
3829.6419403,-3397549.00394,-6029678.10432,0,6611.63618325,-3725.46552884,0,0.00170826217134
3839.19216958,-3334221.22677,-6064925.89291,0,6650.2859338,-3656.02563244,0,0.00171110938173
3848.74239885,-3270527.81465,-6099508.59399,0,6688.20640555,-3586.18481165,0,0.00171197808586
3858.29262813,-3206475.75228,-6133422.4152,0,6725.3934401,-3515.95072528,0,0.00171360564542
3867.84285741,-3142072.06371,-6166663.63751,0,6761.84295948,-3445.33107529,0,0.00171867399362
3877.39308669,-3077323.81153,-6199228.61567,0,6797.55096657,-3374.33360593,0,0.00172555516842
3886.94331596,-3012238.09614,-6231113.7786,0,6832.5135456,-3302.96610286,0,0.00172771518237
3896.49354524,-2946822.05493,-6262315.62976,0,6866.72686252,-3231.23639232,0,0.00171963061863
3906.04377452,-2881082.86151,-6292830.74751,0,6900.18716545,-3159.15234028,0,0.00170657684136
3915.5940038,-2815027.72492,-6322655.78554,0,6932.8907851,-3086.72185157,0,0.00171057458736
3925.14423307,-2748663.88886,-6351787.47319,0,6964.83413514,-3013.95286902,0,0.00176203359956
3934.69446235,-2681998.63084,-6380222.61578,0,6996.01371263,-2940.85337256,0,0.00187377790563
3944.24469163,-2615039.26144,-6407958.09503,0,7026.42609838,-2867.43137839,0,0.002018771415
3953.79492091,-2547793.12347,-6434990.86939,0,7056.06795733,-2793.69493807,0,0.00213801855357
3963.34515018,-2480267.59121,-6461317.97433,0,7084.93603892,-2719.65213764,0,0.00217174979107
3972.89537946,-2412470.06959,-6486936.52278,0,7113.02717745,-2645.31109673,0,0.00209511086758
3982.44560874,-2344407.99336,-6511843.70539,0,7140.33829239,-2570.67996768,0,0.00194793919097
3991.99583802,-2276088.82637,-6536036.79093,0,7166.86638878,-2495.76693461,0,0.00182735005156
4001.54606729,-2207520.06067,-6559513.12658,0,7192.6085575,-2420.58021253,0,0.00179977183721
4011.09629657,-2138709.21558,-6582270.13779,0,7217.56197563,-2345.12804654,0,0.00180427764218
4020.64652585,-2069663.83692,-6604305.32891,0,7241.72390676,-2269.41871083,0,0.0018087484772
4030.19675513,-2000391.4963,-6625616.28355,0,7265.09170126,-2193.46050778,0,0.0018130726289
4039.7469844,-1930899.79021,-6646200.6647,0,7287.66279657,-2117.26176707,0,0.00181747396397
4049.29721368,-1861196.3392,-6666056.21505,0,7309.43471754,-2040.83084475,0,0.00182138576126
4058.84744296,-1791288.78703,-6685180.75718,0,7330.40507663,-1964.17612233,0,0.00182389928241
4068.39767224,-1721184.79985,-6703572.19387,0,7350.5715742,-1887.30600588,0,0.00182588984864
4077.94790152,-1650892.06535,-6721228.5083,0,7369.93199876,-1810.22892506,0,0.00183014515599
4087.49813079,-1580418.29193,-6738147.76427,0,7388.48422723,-1732.95333225,0,0.00183809301693
4097.04836007,-1509771.20784,-6754328.10644,0,7406.22622514,-1655.48770157,0,0.00184610220998
4106.59858935,-1438958.56033,-6769767.76046,0,7423.15604688,-1577.840528,0,0.00184634319097
4116.14881863,-1367988.11482,-6784465.03324,0,7439.27183591,-1500.02032642,0,0.00183395172361
4125.6990479,-1296867.65401,-6798418.31306,0,7454.57182493,-1422.0356307,0,0.0018168467129
4135.24927718,-1225604.97707,-6811626.0698,0,7469.05433614,-1343.89499273,0,0.00182004849482
4144.79950646,-1154207.89875,-6824086.85504,0,7482.71778137,-1265.60698152,0,0.00187437628737
4154.34973574,-1082684.24853,-6835799.30228,0,7495.56066227,-1187.18018223,0,0.00198882851469
4163.89996501,-1011041.86978,-6846762.12706,0,7507.58157047,-1108.62319527,0,0.00213092074402
4173.45019429,-939288.618872,-6856974.1271,0,7518.77918776,-1029.94463529,0,0.00223886921021
4183.00042357,-867432.364352,-6866434.18249,0,7529.1522862,-951.153130303,0,0.0022553507374
4192.55065285,-795480.986061,-6875141.25581,0,7538.69972826,-872.25732068,0,0.00216411375972
4202.10088212,-723442.374285,-6883094.39226,0,7547.42046695,-793.265858235,0,0.00201716630346
4211.6511114,-651324.428898,-6890292.71984,0,7555.31354594,-714.187405251,0,0.00191322157926
4221.20134068,-579135.058494,-6896735.44943,0,7562.37809964,-635.030633534,0,0.00189741437771
4230.75156996,-506882.179423,-6902421.87432,0,7568.61335336,-555.80422354,0,0.00190209695039
4240.30179923,-434573.715009,-6907351.37088,0,7574.01862333,-476.516863347,0,0.00190631887397
4249.85202851,-362217.594689,-6911523.39855,0,7578.5933168,-397.177247708,0,0.00190967680266
4259.40225779,-289821.753127,-6914937.4998,0,7582.33693212,-317.794077107,0,0.00191290476994
4268.95248707,-217394.129345,-6917593.30021,0,7585.24905874,-238.376056809,0,0.00191601940328
4278.50271634,-144942.665847,-6919490.50853,0,7587.32937734,-158.931895896,0,0.00191868234042
4288.05294562,-72475.3077536,-6920628.91669,0,7588.57765977,-79.470306317,0,0.00192221774656
4297.6031749,-0.00192573713139,-6921008.39988,0,7588.99376915,-1.92830987089e-06,0,0.00192936484903
4307.15340418,72475.3039032,-6920628.9165,0,7588.57765985,79.4703024586,0,0.00194066681835
4316.70363345,144942.662,-6919490.50819,0,7587.32937749,158.931892033,0,0.00195091049798
4326.25386273,217394.125504,-6917593.29984,0,7585.24905895,238.376052942,0,0.00195063734364
4335.80409201,289821.749296,-6914937.49951,0,7582.33693237,317.794073241,0,0.0019340864189
4345.35432129,362217.590871,-6911523.39845,0,7578.59331709,397.177243851,0,0.00190963582331
4354.90455056,434573.711208,-6907351.37107,0,7574.01862363,476.516859513,0,0.00190451307474
4364.45477984,506882.175642,-6902421.87485,0,7568.61335367,555.804219742,0,0.0019531176809
4374.00500912,579135.054732,-6896735.4503,0,7562.37809996,635.030629779,0,0.00206731547998
4383.5552384,651324.425133,-6890292.72095,0,7555.31354627,714.187401548,0,0.00221428496893
4393.10546767,723442.370463,-6883094.39324,0,7547.42046733,793.265854607,0,0.00232886820251
4402.65569695,795480.982176,-6875141.25649,0,7538.6997287,872.257317107,0,0.00234960295582
4412.20592623,867432.360424,-6866434.18282,0,7529.15228671,951.153126738,0,0.00225745081059
4421.75615551,939288.614932,-6856974.1271,0,7518.77918835,1029.94463169,0,0.00210485899675
4431.30638478,1011041.86586,-6846762.12687,0,7507.58157112,1108.6231916,0,0.00199501484707
4440.85661406,1082684.24467,-6835799.30229,0,7495.56066295,1187.18017852,0,0.00197516723213
4450.40684334,1154207.89495,-6824086.85536,0,7482.71778207,1265.60697777,0,0.00197976966619
4459.95707262,1225604.97333,-6811626.07043,0,7469.05433686,1343.89498896,0,0.00198369829209
4469.50730189,1296867.65032,-6798418.31396,0,7454.57182567,1422.03562691,0,0.00198617552969
4479.05753117,1367988.11116,-6784465.03431,0,7439.27183668,1500.02032263,0,0.00198827877537
4488.60776045,1438958.55668,-6769767.76161,0,7423.1560477,1577.84052422,0,0.00199068169831
4498.15798973,1509771.20417,-6754328.10755,0,7406.22622601,1655.48769781,0,0.00199342699093
4507.708219,1580418.28823,-6738147.76526,0,7388.48422817,1732.95332852,0,0.00199766946541
4517.25844828,1650892.0616,-6721228.50911,0,7369.93199977,1810.22892135,0,0.00200563249566
4526.80867756,1721184.79606,-6703572.19451,0,7350.57157528,1887.30600219,0,0.00201746678183
4536.35890684,1791288.78321,-6685180.75769,0,7330.40507778,1964.17611866,0,0.00202794823523
4545.90913612,1861196.33538,-6666056.21552,0,7309.43471876,2040.83084108,0,0.00202778322025
4555.45936539,1930899.78642,-6646200.66525,0,7287.66279783,2117.26176341,0,0.00201092283159
4565.00959467,2000391.49257,-6625616.28427,0,7265.09170254,2193.46050415,0,0.00198433900131
4574.55982395,2069663.83327,-6604305.32989,0,7241.72390806,2269.41870722,0,0.00197293659607
4584.11005323,2138709.21203,-6582270.13908,0,7217.56197693,2345.12804297,0,0.00200966306956
4593.6602825,2207520.05723,-6559513.1282,0,7192.60855879,2420.58020901,0,0.00210839802242
4603.21051178,2276088.82296,-6536036.79275,0,7166.86639008,2495.76693114,0,0.00224136396351
4612.76074106,2344407.98987,-6511843.7071,0,7140.33829371,2570.6799643,0,0.00234803786053
4622.31097034,2412470.06598,-6486936.52424,0,7113.02717881,2645.31109342,0,0.00236929791854
4631.86119961,2480267.58749,-6461317.9755,0,7084.93604035,2719.65213434,0,0.00228616847901
4641.41142889,2547793.11968,-6434990.87027,0,7056.06795884,2793.69493475,0,0.00214802042124
4650.96165817,2615039.25763,-6407958.09575,0,7026.42609996,2867.43137503,0,0.00205042904816
4660.51188745,2681998.62713,-6380222.61667,0,6996.01371425,2940.85336916,0,0.00203309277582
4670.06211672,2748663.88528,-6351787.47436,0,6964.83413678,3013.9528656,0,0.00203743372331
4679.612346,2815027.72147,-6322655.78699,0,6932.89078677,3086.72184814,0,0.00204085295107
4689.16257528,2881082.85815,-6292830.74918,0,6900.18716714,3159.15233684,0,0.00204243567489
4698.71280456,2946822.05164,-6262315.63158,0,6866.72686424,3231.23638889,0,0.00204354833783
4708.26303383,3012238.09287,-6231113.78048,0,6832.51354736,3302.96609946,0,0.00204525328463
4717.81326311,3077323.80824,-6199228.61751,0,6797.55096838,3374.33360257,0,0.00204793425516
4727.36349239,3142072.06035,-6166663.63922,0,6761.84296134,3445.33107197,0,0.00205266249108
4736.91372167,3206475.74885,-6133422.41676,0,6725.39344203,3515.95072199,0,0.00206108536422
4746.46395094,3270527.81114,-6099508.5954,0,6688.20640755,3586.1848084,0,0.00207261870389
4756.01418022,3334221.22321,-6064925.89421,0,6650.28593585,3656.02562922,0,0.00208177079867
4765.5644095,3397549.00038,-6029678.1056,0,6611.63618536,3725.46552564,0,0.00207981362541
4775.11463878,3460504.19806,-5993769.09491,0,6572.26139444,3794.49688279,0,0.00206176348144
4784.66486805,3523079.9125,-5957202.79997,0,6532.16588097,3863.1121306,0,0.00203514507477
4794.21509733,3585269.28158,-5919983.23069,0,6491.35404189,3931.30374464,0,0.00202359007415
4803.76532661,3647065.4855,-5882114.4686,0,6449.83035268,3999.06424692,0,0.00205657078685
4813.31555589,3708461.7476,-5843600.66639,0,6407.59936688,4066.38620674,0,0.0021445448953
4822.86578516,3769451.33506,-5804446.04747,0,6364.66571561,4133.26224149,0,0.00225983463228
4832.41601444,3830027.55964,-5764654.90553,0,6321.03410704,4199.68501746,0,0.00234641211104
4841.96624372,3890183.77844,-5724231.60407,0,6276.70932587,4265.64725062,0,0.00235285913221
4851.516473,3949913.39467,-5683180.57595,0,6231.69623282,4331.14170749,0,0.00226948820387
4861.06670227,4009209.8583,-5641506.3229,0,6185.99976408,4396.16120585,0,0.00215073259044
4870.61693155,4068066.66691,-5599213.41513,0,6139.62493075,4460.69861559,0,0.0020796783975
4880.16716083,4126477.36629,-5556306.49074,0,6092.57681832,4524.74685949,0,0.00207248173786
4889.71739011,4184435.55095,-5512790.25477,0,6044.86058618,4588.2989139,0,0.00207661650418
4899.26761938,4241934.86511,-5468669.47923,0,5996.48146695,4651.34780963,0,0.00207914138046
4908.81784866,4298969.00332,-5423949.00247,0,5947.44476595,4713.88663266,0,0.00207966053088
4918.36807794,4355531.71114,-5378633.72859,0,5897.75586062,4775.9085249,0,0.0020799395669
4927.91830722,4411616.78581,-5332728.62689,0,5847.42019989,4837.40668495,0,0.0020812343487
4937.46853649,4467218.07696,-5286238.73138,0,5796.44330366,4898.37436884,0,0.00208416232198
4947.01876577,4522329.48728,-5239169.14019,0,5744.8307621,4958.80489078,0,0.00208991049126
4956.56899505,4576944.9732,-5191525.01505,0,5692.58823512,5018.69162389,0,0.00209955730914
4966.11922433,4631058.54553,-5143311.58069,0,5639.72145169,5078.0280009,0,0.00211125341805
4975.6694536,4684664.27012,-5094534.12427,0,5586.23620924,5136.80751492,0,0.00211845777155
4985.21968288,4737756.26853,-5045197.99482,0,5532.13837304,5195.0237201,0,0.0021126730403
4994.76991216,4790328.71862,-4995308.60262,0,5477.4338755,5252.6702324,0,0.00209087574056
5004.32014144,4842375.85526,-4944871.4186,0,5422.1287156,5309.74073021,0,0.0020634177949
5013.87037072,4893891.97087,-4893891.97377,0,5366.22895817,5366.22895512,0,0.00205525469928
5023.42059999,4944871.41611,-4842375.85858,0,5309.74073325,5422.12871256,0,0.00209294390713
5032.97082927,4995308.60048,-4790328.72231,0,5252.67023542,5477.43387247,0,0.00218010829208
5042.52105855,5045197.99292,-4737756.27247,0,5195.02372312,5532.13837004,0,0.00228362246866
5052.07128783,5094534.12246,-4684664.27417,0,5136.80751794,5586.23620629,0,0.00234864868869
5061.6215171,5143311.5788,-4631058.54952,0,5078.02800396,5639.72144879,0,0.00233295805302
5071.17174638,5191525.01294,-4576944.97698,0,5018.69162701,5692.58823227,0,0.00224190584663
5080.72197566,5239169.13778,-4522329.49076,0,4958.80489399,5744.83075931,0,0.00214013646338
5090.27220494,5286238.72875,-4467218.08021,0,4898.37437212,5796.44330091,0,0.00209487084173
5099.82243421,5332728.62423,-4411616.78903,0,4837.40668826,5847.42019719,0,0.00209525624169
5109.37266349,5378633.72593,-4355531.71436,0,4775.90852824,5897.75585796,0,0.00209901661509
5118.92289277,5423948.99985,-4298969.00657,0,4713.88663603,5947.44476333,0,0.00210035055809
5128.47312205,5468669.47665,-4241934.86839,0,4651.34781302,5996.48146436,0,0.002099803743
5138.02335132,5512790.25221,-4184435.55425,0,4588.29891732,6044.86058363,0,0.0020995252416
5147.5735806,5556306.48818,-4126477.36959,0,4524.74686294,6092.57681581,0,0.0021008205107
5157.12380988,5599213.4125,-4068066.67015,0,4460.69861908,6139.62492829,0,0.00210452788033
5166.67403916,5641506.31994,-4009209.86135,0,4396.16120937,6185.99976171,0,0.00211191130534
5176.22426843,5683180.57262,-3949913.39749,0,4331.14171103,6231.69623055,0,0.00212328510416
5185.77449771,5724231.60052,-3890183.78113,0,4265.64725421,6276.70932367,0,0.00213518542637
5195.32472699,5764654.90195,-3830027.56229,0,4199.68502108,6321.03410488,0,0.00213970449582
5204.87495627,5804446.04407,-3769451.33781,0,4133.26224516,6364.66571346,0,0.00212869437657
5214.42518554,5843600.66334,-3708461.75055,0,4066.38621044,6407.59936473,0,0.00210184814212
5223.97541482,5882114.46603,-3647065.48873,0,3999.06425063,6449.83035052,0,0.0020735916836
5233.5256441,5919983.22864,-3585269.28512,0,3931.30374834,6491.35403972,0,0.00207124757159
5243.07587338,5957202.79841,-3523079.91635,0,3863.11213429,6532.1658788,0,0.00211819173631
5252.62610265,5993769.09375,-3460504.20216,0,3794.49688646,6572.26139228,0,0.00220943186299
5262.17633193,6029678.1047,-3397549.00465,0,3725.4655293,6611.63618323,0,0.00230441446356
5271.72656121,6064925.89337,-3334221.22753,0,3656.02563288,6650.28593378,0,0.0023487112563
5281.27679049,6099508.59442,-3270527.81538,0,3586.18481208,6688.20640553,0,0.00231036504662
5290.82701976,6133422.41547,-3206475.75291,0,3515.95072573,6725.39344009,0,0.00221174283664
5300.37724904,6166663.63757,-3142072.06419,0,3445.33107578,6761.84295947,0,0.00212616765558
5309.92747832,6199228.61566,-3077323.81195,0,3374.33360642,6797.55096657,0,0.00210070349506
5319.4777076,6231113.77861,-3012238.09658,0,3302.96610333,6832.5135456,0,0.00210376645891
5329.02793687,6262315.62972,-2946822.05535,0,3231.23639278,6866.72686253,0,0.00210689215874
5338.57816615,6292830.74737,-2881082.86188,0,3159.15234075,6900.18716548,0,0.00210701023409
5348.12839543,6322655.78522,-2815027.72522,0,3086.72185206,6932.89078514,0,0.00210562867238
5357.67862471,6351787.47261,-2748663.88904,0,3013.95286954,6964.8341352,0,0.00210512419266
5367.22885398,6380222.6149,-2681998.63087,0,2940.85337313,6996.01371272,0,0.00210680702265
5376.77908326,6407958.09385,-2615039.26133,0,2867.43137901,7026.42609849,0,0.0021117583261
5386.32931254,6434990.86795,-2547793.12324,0,2793.69493874,7056.06795747,0,0.00212119389171
5395.87954182,6461317.97277,-2480267.59093,0,2719.65213833,7084.93603908,0,0.00213449187831
5405.42977109,6486936.52129,-2412470.06933,0,2645.31109742,7113.02717761,0,0.00214647255336
