time_s,true_position_m,measurement_m,estimated_position_m,estimated_velocity_mps,position_sigma_m
77.6,378.333778615,376.944171208,379.201233936,2.19205766978,0.992752483391
77.8,378.740466258,379.342821922,379.623338893,2.14294014962,0.992646266599
78,379.138435739,378.477978037,379.985402773,2.08989389218,0.992542392108
78.2,379.526105161,373.818136772,380.139547202,2.01825696869,0.992440917217
78.4,379.903293472,379.797725547,380.509556758,1.97080633632,0.992341890619
78.6,380.268420087,384.654177697,381.047258625,1.94227970766,0.992245352804
78.8,380.619524696,375.784433239,381.209159159,1.87801480043,0.992151336443
79,380.961052168,379.755593424,381.508839171,1.8300954299,0.992059866785
79.2,381.295772016,384.619672338,381.979110006,1.80150851879,0.991970962039
79.4,381.62279993,376.273474396,382.097043656,1.73964439315,0.99188463376
79.6,381.944800237,382.857991924,382.457706103,1.70466796115,0.991800887224
79.8,382.258158976,376.957509881,382.565468898,1.64654770444,0.991719721799
80,382.559596081,388.232748585,383.101505302,1.63384204731,0.99164113131
80.2,382.853226299,394.417333208,383.857359217,1.64484262777,0.991565104393
80.4,383.14170582,393.252982241,384.539903225,1.6498155282,0.991491624844
80.6,383.424239225,382.328335836,384.767146372,1.61074273623,0.991420671958
80.8,383.702415459,387.403411102,385.177622349,1.59232923779,0.991352220857
81,383.977729332,384.582717974,385.457698966,1.56285081996,0.991286242812
81.2,384.2460204,384.756549881,385.72809776,1.53461325973,0.991222705551
81.4,384.505335539,392.244120844,386.276841409,1.5363898889,0.991161573561
81.6,384.760045868,378.164147987,386.251275994,1.4824119572,0.991102808374
81.8,385.013277906,390.289750893,386.692921661,1.47787107731,0.991046368847
82,385.259963534,385.015083558,386.909291595,1.45260970063,0.990992211432
82.2,385.502214768,392.544917871,387.408243895,1.45779825383,0.990940290428
82.4,385.745373035,386.68153988,387.658461813,1.43975752942,0.990890558233
82.6,385.989779536,382.626419563,387.736311783,1.40659379887,0.990842965574
82.8,386.233823121,387.619525004,388.000986651,1.39450855038,0.990797461734
83,386.474580054,390.154415529,388.352648575,1.39311501177,0.990753994766
83.2,386.710920922,386.889739292,388.562228936,1.37931953589,0.990712511696
83.4,386.948868505,389.389059888,388.85922507,1.37630697814,0.990672958713
83.6,387.190683415,384.582307537,388.955468955,1.35507265377,0.990635281356
83.8,387.434826234,376.765406729,388.737215675,1.30461725233,0.990599424682
84,387.680713104,392.180831023,389.123076844,1.31731724225,0.99056533343
84.2,387.925856587,391.421655268,389.466604686,1.32731506027,0.990532952172
84.4,388.168568304,388.909460227,389.700152013,1.32790281935,0.990502225457
84.6,388.408114056,388.750166867,389.918570924,1.32874340446,0.990473097945
84.8,388.650162428,393.831641275,390.328148783,1.35044166258,0.99044551453
85,388.893332865,386.607799238,390.442545535,1.34397235428,0.990419420454
85.2,389.138158019,385.605487692,390.512063114,1.3349035662,0.990394761419
85.4,389.388169747,388.4454204,390.688709925,1.33846898242,0.99037148368
85.6,389.639487457,395.5849734,391.139380899,1.37108500377,0.990349534141
85.8,389.890782794,382.955218273,391.083333003,1.35412858974,0.990328860435
86,390.143572084,396.102722047,391.542161321,1.39067858142,0.990309410999
86.2,390.399102964,387.202838693,391.641055488,1.39221575938,0.990291135145
86.4,390.657561375,385.153843877,391.656161382,1.38702188617,0.99027398312
86.6,390.917728192,397.218037372,392.143057131,1.43074364617,0.990257906163
86.8,391.180398943,390.69594847,392.363591585,1.44860296321,0.990242856551
87,391.445502555,384.944330733,392.353475821,1.44466332365,0.990228787645
87.2,391.711392691,389.917727395,392.538224092,1.46187002602,0.990215653926
87.4,391.980345442,396.635607596,392.982663422,1.50625638143,0.990203411026
87.6,392.257019111,398.217390074,393.480383458,1.55662040677,0.990192015757
87.8,392.538759363,390.403265953,393.661946788,1.57588449596,0.990181426131
88,392.824109797,394.855713593,394.014852106,1.61337365138,0.990171601379
88.2,393.115125582,396.685548744,394.433022034,1.65808939674,0.990162501963
88.4,393.410135485,390.187003016,394.588673309,1.67708738829,0.990154089584
88.6,393.712429845,395.48761022,394.949875096,1.71764151961,0.99014632719
88.8,394.023203387,393.863813813,395.241158876,1.75174785613,0.990139178978
89,394.344015585,391.663893533,395.441433713,1.77739112808,0.990132610387
89.2,394.674605577,392.2138659,395.66047533,1.80567862668,0.9901265881
89.4,395.013004733,395.348177143,395.999393004,1.84662844143,0.990121080034
89.6,395.360565401,395.509832836,396.339345632,1.88806725751,0.990116055328
89.8,395.715245808,392.887796041,396.571226371,1.91903682648,0.990111484332
90,396.078906974,393.949181432,396.841695388,1.95436850844,0.990107338594
90.2,396.452969698,402.01965589,397.424914915,2.02134462604,0.990103590839
90.4,396.837679191,397.906814867,397.836962289,2.07090572558,0.990100214956
90.6,397.2334562,401.658928033,398.389599365,2.13452720546,0.990097185972
90.8,397.637119075,403.646230235,399.010808594,2.20468263337,0.990094480033
91,398.048745532,400.99295683,399.517188864,2.26285808861,0.990092074381
91.2,398.470789076,409.825220643,400.361298233,2.35449673322,0.99008994733
91.4,398.905539272,394.779019114,400.600019278,2.38458158991,0.99008807824
91.6,399.351238555,403.39328652,401.173008411,2.4482504296,0.990086447488
91.8,399.806040462,398.215320596,401.532801856,2.49004240321,0.990085036448
92,400.268453003,409.54736932,402.330919926,2.57549162698,0.990083827456
92.2,400.739987036,409.242187642,403.102255781,2.65716885709,0.990082803787
92.4,401.222042426,391.450986516,403.161494701,2.66657268247,0.990081949624
92.6,401.709812303,396.86548109,403.432573032,2.69748387866,0.990081250028
92.8,402.205439691,405.527004245,404.038628939,2.76173420896,0.990080690915
93,402.714836742,406.664172792,404.67789591,2.82843055334,0.990080259018
93.2,403.235150552,406.917971633,405.314899451,2.89392454976,0.990079941868
93.4,403.762060658,403.407734017,405.801903152,2.94341477671,0.990079727754
93.6,404.297185741,406.572789864,406.403448561,3.00362134703,0.990079605704
93.8,404.84048853,408.105595709,407.0530975,3.06763345182,0.99007956545
94,405.394249351,405.004893004,407.56800864,3.11703834206,0.990079597402
94.2,405.95913662,411.095646462,408.311052835,3.18836059267,0.99007969262
94.4,406.532961827,395.235475582,408.416788596,3.19456707117,0.990079842787
94.6,407.118508897,410.287476495,409.109763541,3.25935760711,0.990080040177
94.8,407.715701613,402.545438551,409.484442106,3.29095614905,0.990080277635
95,408.324219915,413.117608955,410.265028231,3.36239170239,0.990080548547
95.2,408.943602282,407.800180157,410.820218818,3.4096854729,0.990080846812
95.4,409.570518348,405.126581992,411.257872959,3.44405278476,0.990081166823
95.6,410.203188747,412.072699531,411.957303513,3.50362980539,0.990081503437
95.8,410.847698262,406.291030772,412.414022939,3.53741186938,0.990081851953
96,411.507004762,406.943165274,412.884858627,3.57154477934,0.990082208088
96.2,412.177790657,404.341318878,413.241729102,3.59316155935,0.990082567956
96.4,412.860540847,412.727002073,413.917520024,3.64574882831,0.990082928045
96.6,413.554983482,416.039101091,414.706734784,3.7080866721,0.990083285193
96.8,414.261165842,419.376295773,415.607778856,3.77976994513,0.990083636574
97,414.982460054,414.273820746,416.287133457,3.82721015593,0.990083979669
97.2,415.716554435,420.955830477,417.21090519,3.89745259926,0.990084312256
97.4,416.456373214,416.546178089,417.938975599,3.94598101935,0.990084632384
97.6,417.201816086,416.735373681,418.655164977,3.99156317409,0.99008493836
97.8,417.953164636,420.820979376,419.512149563,4.04947781075,0.99008522873
98,418.713763246,424.005727127,420.471450719,4.11558362669,0.990085502262
98.2,419.487739245,417.780566973,421.161656208,4.15253006654,0.990085757931
98.4,420.271484018,419.052675908,421.881683626,4.19074643336,0.990085994904
98.6,421.060374829,420.256217806,422.627914809,4.2298011824,0.990086212524
98.8,421.855414747,422.269260382,423.431220398,4.27272113989,0.9900864103
99,422.661948244,418.159907196,424.050036713,4.29523057538,0.990086587888
99.2,423.474818653,428.614848953,425.058750236,4.35513388096,0.990086745085
99.4,424.29206158,422.290013421,425.79130472,4.38503830063,0.990086881811
99.6,425.116921197,427.429138481,426.702272227,4.43096080277,0.990086998104
99.8,425.95017368,421.822810819,427.366392531,4.45001756579,0.990087094102
100,426.791555774,428.585575538,428.273181882,4.49165940043,0.990087170039
