time_s,height_m,velocity_mps,thrust_accel_mps2
10.82,8.58405201391,-2.45677059937,10.4363031779
10.84,8.53504253256,-2.44417753581,10.4333691712
10.86,8.48628432567,-2.43164315239,10.4304460876
10.88,8.43777622184,-2.41916723063,10.4275339148
10.9,8.38951705401,-2.40674955234,10.4246326402
10.92,8.3415056595,-2.39438989954,10.4217422505
10.94,8.29374087995,-2.38208805452,10.4188627326
10.96,8.24622156141,-2.36984379987,10.4159940725
10.98,8.19894655423,-2.35765691842,10.4131362564
11,8.15191471311,-2.34552719329,10.4102892697
11.02,8.1051248971,-2.3334544079,10.4074530979
11.04,8.05857596956,-2.32143834594,10.4046277258
11.06,8.01226679819,-2.30947879143,10.4018131382
11.08,7.96619625499,-2.29757552866,10.3990093195
11.1,7.92036321628,-2.28572834227,10.3962162536
11.12,7.87476656268,-2.2739370172,10.3934339245
11.14,7.82940517912,-2.26220133871,10.3906623156
11.16,7.78427795481,-2.2505210924,10.3879014101
11.18,7.73938378325,-2.2388960642,10.3851511909
11.2,7.6947215622,-2.22732604038,10.3824116408
11.22,7.65029019372,-2.21581080756,10.379682742
11.24,7.60608858412,-2.20435015272,10.3769644768
11.26,7.56211564396,-2.19294386318,10.374256827
11.28,7.51837028806,-2.18159172664,10.3715597741
11.3,7.47485143548,-2.17029353116,10.3688732996
11.32,7.43155800952,-2.15904906517,10.3661973845
11.34,7.38848893769,-2.14785811748,10.3635320097
11.36,7.34564315174,-2.13672047729,10.3608771559
11.38,7.30301958763,-2.12563593417,10.3582328034
11.4,7.26061718551,-2.1146042781,10.3555989324
11.42,7.21843488973,-2.10362529945,10.3529755228
11.44,7.17647164885,-2.092698789,10.3503625544
11.46,7.13472641558,-2.08182453791,10.3477600067
11.48,7.09319814682,-2.07100233777,10.3451678588
11.5,7.05188580364,-2.0602319806,10.34258609
11.52,7.01078835124,-2.0495132588,10.340014679
11.54,6.969904759,-2.03884596522,10.3374536046
11.56,6.92923400042,-2.02822989313,10.3349028451
11.58,6.88877505313,-2.01766483622,10.332362379
11.6,6.84852689888,-2.00715058864,10.3298321842
11.62,6.80848852354,-1.99668694496,10.3273122386
11.64,6.76865891709,-1.98627370019,10.3248025201
11.66,6.72903707359,-1.97591064979,10.322303006
11.68,6.6896219912,-1.96559758967,10.3198136738
11.7,6.65041267214,-1.95533431619,10.3173345007
11.72,6.61140812271,-1.94512062618,10.3148654636
11.74,6.57260735328,-1.9349563169,10.3124065394
11.76,6.53400937825,-1.92484118611,10.3099577049
11.78,6.49561321607,-1.91477503202,10.3075189365
11.8,6.45741788922,-1.90475765329,10.3050902106
11.82,6.4194224242,-1.89478884908,10.3026715034
11.84,6.38162585151,-1.88486841901,10.3002627911
11.86,6.34402720569,-1.87499616318,10.2978640495
11.88,6.30662552524,-1.86517188219,10.2954752545
11.9,6.26941985265,-1.8553953771,10.2930963817
11.92,6.23240923438,-1.84566644947,10.2907274065
11.94,6.19559272087,-1.83598490134,10.2883683044
11.96,6.15896936651,-1.82635053525,10.2860190507
11.98,6.12253822961,-1.81676315424,10.2836796204
12,6.08629837245,-1.80722256183,10.2813499886
12.02,6.05024886121,-1.79772856206,10.2790301301
12.04,6.014388766,-1.78828095946,10.2767200197
12.06,5.97871716081,-1.77887955906,10.274419632
12.08,5.94323312356,-1.76952416642,10.2721289417
12.1,5.90793573602,-1.76021458759,10.269847923
12.12,5.87282408385,-1.75095062913,10.2675765503
12.14,5.83789725658,-1.74173209812,10.2653147979
12.16,5.80315434757,-1.73255880216,10.2630626398
12.18,5.76859445406,-1.72343054937,10.2608200501
12.2,5.73421667708,-1.71434714837,10.2585870026
12.22,5.70002012151,-1.70530840831,10.2563634712
12.24,5.66600389604,-1.69631413889,10.2541494297
12.26,5.63216711315,-1.68736415029,10.2519448516
12.28,5.59850888911,-1.67845825326,10.2497497106
12.3,5.56502834399,-1.66959625905,10.2475639801
12.32,5.53172460161,-1.66077797945,10.2453876334
12.34,5.49859678954,-1.65200322678,10.243220644
12.36,5.46564403914,-1.6432718139,10.241062985
12.38,5.43286548546,-1.6345835542,10.2389146297
12.4,5.4002602673,-1.62593826161,10.236775551
12.42,5.36782752718,-1.61733575059,10.2346457221
12.44,5.33556641131,-1.60877583614,10.2325251159
12.46,5.30347606961,-1.60025833382,10.2304137053
12.48,5.27155565567,-1.59178305972,10.2283114631
12.5,5.23980432677,-1.58334983045,10.2262183621
12.52,5.20822124384,-1.57495846321,10.224134375
12.54,5.17680557145,-1.56660877571,10.2220594744
12.56,5.14555647783,-1.55830058622,10.219993633
12.58,5.11447313483,-1.55003371356,10.2179368233
12.6,5.08355471792,-1.5418079771,10.2158890178
12.62,5.05280040618,-1.53362319674,10.213850189
12.64,5.02220938229,-1.52547919296,10.2118203092
12.66,4.99178083249,-1.51737578678,10.2097993508
12.68,4.96151394662,-1.50931279976,10.2077872862
12.7,4.93140791809,-1.50129005404,10.2057840877
12.72,4.90146194382,-1.49330737228,10.2037897273
12.74,4.87167522432,-1.48536457774,10.2018041775
12.76,4.8420469636,-1.47746149419,10.1998274103
12.78,4.8125763692,-1.46959794598,10.1978593979
12.8,4.78326265216,-1.46177375802,10.1959001124
12.82,4.75410502702,-1.45398875578,10.1939495258
12.84,4.72510271181,-1.44624276526,10.1920076103
12.86,4.69625492803,-1.43853561305,10.1900743378
12.88,4.66756090064,-1.4308671263,10.1881496803
12.9,4.63901985805,-1.42323713269,10.1862336099
12.92,4.61063103212,-1.41564546049,10.1843260985
12.94,4.58239365813,-1.40809193852,10.182427118
12.96,4.55430697478,-1.40057639616,10.1805366403
12.98,4.52637022418,-1.39309866336,10.1786546374
13,4.49858265184,-1.38565857061,10.1767810812
13.02,4.47094350665,-1.37825594898,10.1749159435
13.04,4.44345204086,-1.37089063011,10.1730591962
13.06,4.41610751009,-1.36356244619,10.1712108111
13.08,4.38890917333,-1.35627122997,10.1693707602
13.1,4.36185629288,-1.34901681476,10.1675390152
13.12,4.33494813439,-1.34179903446,10.165715548
13.14,4.30818396681,-1.3346177235,10.1639003304
13.16,4.28156306241,-1.32747271689,10.1620933343
13.18,4.25508469674,-1.32036385021,10.1602945315
13.2,4.22874814864,-1.31329095957,10.1585038939
13.22,4.20255270023,-1.3062538817,10.1567213932
13.24,4.17649763687,-1.29925245383,10.1549470013
13.26,4.1505822472,-1.29228651381,10.15318069
13.28,4.12480582306,-1.28535590001,10.1514224312
13.3,4.09916765954,-1.27846045138,10.1496721968
13.32,4.07366705496,-1.27160000745,10.1479299586
13.34,4.0483033108,-1.26477440828,10.1461956885
13.36,4.02307573177,-1.25798349451,10.1444693583
13.38,3.99798362575,-1.25122710734,10.14275094
13.4,3.97302630379,-1.24450508854,10.1410404055
13.42,3.9482030801,-1.23781728043,10.1393377267
13.44,3.92351327204,-1.23116352589,10.1376428755
13.46,3.8989562001,-1.22454366838,10.1359558239
13.48,3.87453118789,-1.21795755191,10.1342765438
13.5,3.85023756217,-1.21140502103,10.1326050073
13.52,3.82607465275,-1.20488592089,10.1309411863
13.54,3.80204179257,-1.19840009716,10.1292850529
13.56,3.77813831763,-1.1919473961,10.1276365792
13.58,3.75436356703,-1.18552766452,10.1259957371
13.6,3.73071688288,-1.17914074978,10.1243624989
13.62,3.70719761039,-1.1727864998,10.1227368366
13.64,3.68380509776,-1.16646476307,10.1211187224
13.66,3.66053869624,-1.16017538862,10.1195081285
13.68,3.6373977601,-1.15391822605,10.117905027
13.7,3.61438164658,-1.14769312551,10.1163093903
13.72,3.59148971595,-1.1414999377,10.1147211905
13.74,3.56872133143,-1.13533851389,10.1131404
13.76,3.54607585923,-1.12920870589,10.111566991
13.78,3.52355266851,-1.12311036607,10.110000936
13.8,3.50115113138,-1.11704334735,10.1084422074
13.82,3.47887062287,-1.11100750321,10.1068907775
13.84,3.45671052097,-1.10500268766,10.1053466188
13.86,3.43467020654,-1.09902875528,10.1038097039
13.88,3.41274906337,-1.0930855612,10.1022800052
13.9,3.39094647815,-1.0871729611,10.1007574954
13.92,3.36926184043,-1.08129081119,10.099242147
13.94,3.34769454263,-1.07543896825,10.0977339327
13.96,3.32624398005,-1.0696172896,10.0962328251
13.98,3.30490955083,-1.06382563309,10.0947387971
14,3.28369065592,-1.05806385715,10.0932518213
14.02,3.26258669915,-1.05233182073,10.0917718706
14.04,3.24159708711,-1.04662938331,10.0902989179
14.06,3.22072122922,-1.04095640496,10.088832936
14.08,3.19995853771,-1.03531274624,10.0873738978
14.1,3.17930842757,-1.02969826828,10.0859217765
14.12,3.15877031655,-1.02411283275,10.0844765449
14.14,3.13834362521,-1.01855630185,10.0830381763
14.16,3.11802777681,-1.01302853833,10.0816066436
14.18,3.09782219737,-1.00752940545,10.0801819201
14.2,3.07772631564,-1.00205876705,10.0787639791
14.22,3.0577395631,-0.99661648747,10.0773527937
14.24,3.03786137391,-0.991202431597,10.0759483372
14.26,3.01809118494,-0.985816464852,10.0745505832
14.28,2.99842843576,-0.980458453188,10.0731595049
14.3,2.9788725686,-0.975128263089,10.0717750759
14.32,2.95942302835,-0.96982576157,10.0703972697
14.34,2.94007926258,-0.964550816177,10.0690260598
14.36,2.92084072147,-0.95930329498,10.0676614199
14.38,2.90170685785,-0.954083066582,10.0663033237
14.4,2.88267712718,-0.948890000109,10.0649517448
14.42,2.86375098753,-0.943723965212,10.0636066571
14.44,2.84492789956,-0.93858483207,10.0622680345
14.46,2.82620732652,-0.933472471379,10.0609358508
14.48,2.80758873426,-0.928386754364,10.0596100799
14.5,2.78907159119,-0.923327552765,10.058290696
14.52,2.77065536828,-0.918294738845,10.056977673
14.54,2.75233953903,-0.913288185385,10.0556709851
14.56,2.73412357952,-0.908307765683,10.0543706064
14.58,2.71600696833,-0.903353353555,10.0530765113
14.6,2.69798918656,-0.898424823329,10.0517886739
14.62,2.68006971783,-0.89352204985,10.0505070688
14.64,2.66224804825,-0.888644908475,10.0492316701
14.66,2.64452366641,-0.883793275072,10.0479624526
14.68,2.6268960634,-0.878967026021,10.0466993906
14.7,2.60936473276,-0.874166038208,10.0454424588
14.72,2.59192917049,-0.869390189032,10.0441916319
14.74,2.57458887503,-0.864639356395,10.0429468845
14.76,2.55734334728,-0.859913418705,10.0417081914
14.78,2.54019209055,-0.855212254877,10.0404755275
14.8,2.52313461055,-0.850535744326,10.0392488678
14.82,2.50617041544,-0.845883766971,10.038028187
14.84,2.48929901574,-0.84125620323,10.0368134604
14.86,2.47251992437,-0.836652934023,10.0356046629
14.88,2.45583265662,-0.832073840765,10.0344017697
14.9,2.43923673016,-0.82751880537,10.0332047561
14.92,2.422731665,-0.822987710247,10.0320135974
14.94,2.40631698352,-0.8184804383,10.0308282688
14.96,2.3899922104,-0.813996872924,10.0296487458
14.98,2.37375687269,-0.809536898008,10.0284750039
15,2.35761049973,-0.80510039793,10.0273070186
15.02,2.34155262318,-0.800687257559,10.0261447655
15.04,2.32558277698,-0.796297362249,10.0249882203
15.06,2.30970049738,-0.791930597842,10.0238373588
15.08,2.2939053229,-0.787586850666,10.0226921567
15.1,2.27819679431,-0.783266007531,10.02155259
15.12,2.26257445468,-0.778967955732,10.0204186345
15.14,2.24703784929,-0.774692583043,10.0192902662
15.16,2.23158652569,-0.770439777719,10.0181674613
15.18,2.21622003362,-0.766209428493,10.0170501959
15.2,2.20093792509,-0.762001424574,10.0159384462
15.22,2.18573975429,-0.757815655651,10.0148321884
15.24,2.17062507762,-0.753652011882,10.013731399
15.26,2.15559345366,-0.749510383902,10.0126360543
15.28,2.14064444319,-0.745390662816,10.0115461308
15.3,2.12577760916,-0.7412927402,10.010461605
15.32,2.11099251668,-0.737216508099,10.0093824537
15.34,2.09628873301,-0.733161859026,10.0083086534
15.36,2.08166582756,-0.729128685959,10.0072401809
15.38,2.06712337187,-0.725116882341,10.006177013
15.4,2.05266093963,-0.721126342081,10.0051191267
15.42,2.03827810661,-0.717156959547,10.0040664989
15.44,2.02397445072,-0.713208629569,10.0030191066
15.46,2.00974955195,-0.709281247437,10.001976927
15.48,1.99560299239,-0.705374708898,10.0009399371
15.5,1.9815343562,-0.701488910155,9.99990811436
15.52,1.96754322962,-0.697623747868,9.99888143595
15.54,1.95362920095,-0.693779119149,9.99785987929
15.56,1.93979186054,-0.689954921563,9.99684342183
15.58,1.92603080079,-0.686151053126,9.99583204109
15.6,1.91234561614,-0.682367412304,9.99482571468
15.62,1.89873590304,-0.678603898011,9.99382442024
15.64,1.88520125996,-0.674860409606,9.99282813553
15.66,1.87174128739,-0.671136846895,9.99183683834
15.68,1.85835558782,-0.667433110129,9.99085050655
15.7,1.84504376572,-0.663749099997,9.98986911811
15.72,1.83180542755,-0.660084717635,9.98889265104
15.74,1.81864018172,-0.656439864614,9.98792108342
15.76,1.80554763865,-0.652814442946,9.98695439342
15.78,1.79252741067,-0.649208355078,9.98599255927
15.8,1.77957911208,-0.645621503892,9.98503555928
15.82,1.76670235911,-0.642053792707,9.9840833718
15.84,1.75389676993,-0.638505125271,9.9831359753
15.86,1.74116196462,-0.634975405765,9.98219334828
15.88,1.72849756518,-0.631464538799,9.98125546934
15.9,1.71590319549,-0.627972429412,9.98032231713
15.92,1.70337848137,-0.62449898307,9.97939387038
15.94,1.69092305048,-0.621044105662,9.97847010791
15.96,1.67853653239,-0.617607703504,9.97755100857
15.98,1.66621855852,-0.614189683332,9.97663655131
16,1.65396876217,-0.610789952306,9.97572671515
16.02,1.64178677846,-0.607408418003,9.97482147919
16.04,1.6296722444,-0.604044988419,9.97392082257
16.06,1.61762479879,-0.600699571968,9.97302472452
16.08,1.6056440823,-0.597372077478,9.97213316436
16.1,1.59372973738,-0.594062414191,9.97124612145
16.12,1.58188140832,-0.590770491762,9.97036357523
16.14,1.5700987412,-0.587496220257,9.96948550524
16.16,1.5583813839,-0.584239510152,9.96861189104
16.18,1.54672898608,-0.581000272331,9.9677427123
16.2,1.53514119917,-0.577778418085,9.96687794876
16.22,1.5236176764,-0.57457385911,9.96601758021
16.24,1.51215807273,-0.571386507506,9.96516158653
16.26,1.5007620449,-0.568216275775,9.96430994765
16.28,1.48942925137,-0.565063076822,9.96346264361
16.3,1.47815935237,-0.56192682395,9.96261965448
16.32,1.46695200982,-0.558807430861,9.96178096042
16.34,1.45580688739,-0.555704811652,9.96094654167
16.36,1.44472365047,-0.552618880819,9.96011637852
16.38,1.43370196613,-0.549549553248,9.95929045134
16.4,1.42274150315,-0.546496744222,9.95846874058
16.42,1.41184193202,-0.54346036941,9.95765122675
16.44,1.40100292487,-0.540440344875,9.95683789043
16.46,1.39022415555,-0.537436587067,9.95602871228
16.48,1.37950529956,-0.534449012821,9.95522367303
16.5,1.36884603403,-0.53147753936,9.95442275347
16.52,1.3582460378,-0.528522084291,9.95362593447
16.54,1.3477049913,-0.525582565602,9.95283319697
16.56,1.33722257663,-0.522658901662,9.95204452197
16.58,1.3267984775,-0.519751011223,9.95125989056
16.6,1.31643237925,-0.516858813412,9.95047928388
16.62,1.30612396884,-0.513982227734,9.94970268315
16.64,1.29587293482,-0.511121174071,9.94893006967
16.66,1.28567896735,-0.508275572678,9.94816142479
16.68,1.27554175818,-0.505445344182,9.94739672995
16.7,1.26546100065,-0.502630409583,9.94663596663
16.72,1.25543638965,-0.49983069025,9.94587911642
16.74,1.24546762167,-0.497046107922,9.94512616095
16.76,1.23555439474,-0.494276584703,9.94437708192
16.78,1.22569640846,-0.491522043065,9.94363186113
16.8,1.21589336397,-0.488782405842,9.94289048041
16.82,1.20614496395,-0.486057596234,9.94215292169
16.84,1.19645091261,-0.4833475378,9.94141916695
16.86,1.18681091569,-0.480652154461,9.94068919824
16.88,1.17722468044,-0.477971370496,9.93996299769
16.9,1.16769191563,-0.475305110542,9.9392405475
16.92,1.15821233153,-0.472653299592,9.93852182993
16.94,1.1487856399,-0.470015862994,9.93780682731
16.96,1.13941155401,-0.467392726448,9.93709552203
16.98,1.13008978858,-0.464783816007,9.93638789657
17,1.12082005984,-0.462189058075,9.93568393347
17.02,1.11160208547,-0.459608379406,9.93498361533
17.04,1.1024355846,-0.457041707099,9.93428692482
17.06,1.09332027785,-0.454488968603,9.93359384468
17.08,1.08425588724,-0.45195009171,9.93290435773
17.1,1.07524213628,-0.449425004555,9.93221844683
17.12,1.06627874988,-0.446913635618,9.93153609495
17.14,1.05736545439,-0.444415913719,9.93085728508
17.16,1.04850197757,-0.441931768018,9.9301820003
17.18,1.03968804861,-0.439461128012,9.92951022378
17.2,1.03092339809,-0.437003923536,9.9288419387
17.22,1.02220775801,-0.434560084762,9.92817712837
17.24,1.01354086174,-0.432129542195,9.92751577613
17.26,1.00492244405,-0.429712226672,9.92685786538
17.28,0.996352241091,-0.427308069364,9.92620337962
17.3,0.987829990379,-0.424917001772,9.92555230239
17.32,0.979355430805,-0.422538955724,9.92490461731
17.34,0.970928302614,-0.420173863378,9.92426030805
17.36,0.962548347408,-0.417821657217,9.92361935836
17.38,0.954215308135,-0.41548227005,9.92298175206
17.4,0.945928929084,-0.413155635008,9.92234747302
17.42,0.937688955879,-0.410841685548,9.92171650518
17.44,0.929495135469,-0.408540355445,9.92108883255
17.46,0.921347216126,-0.406251578793,9.92046443922
17.48,0.913244947438,-0.403975290009,9.91984330931
17.5,0.9051880803,-0.401711423823,9.91922542704
17.52,0.897176366909,-0.399459915282,9.91861077667
17.54,0.889209560759,-0.397220699749,9.91799934253
17.56,0.881287416632,-0.394993712898,9.91739110903
17.58,0.873409690596,-0.392778890717,9.91678606063
17.6,0.865576139994,-0.390576169505,9.91618418185
17.62,0.85778652344,-0.388385485868,9.91558545729
17.64,0.850040600814,-0.386206776722,9.91498987161
17.66,0.842338133254,-0.38403997929,9.91439740951
17.68,0.83467888315,-0.381885031099,9.91380805579
17.7,0.827062614139,-0.379741869983,9.91322179529
17.72,0.819489091099,-0.377610434078,9.91263861292
17.74,0.81195808014,-0.375490661819,9.91205849366
17.76,0.804469348602,-0.373382491946,9.91148142253
17.78,0.797022665048,-0.371285863495,9.91090738464
17.8,0.789617799255,-0.369200715803,9.91033636515
17.82,0.782254522212,-0.3671269885,9.90976834928
17.84,0.774932606112,-0.365064621514,9.90920332233
17.86,0.767651824346,-0.363013555067,9.90864126963
17.88,0.760411951498,-0.360973729675,9.90808217659
17.9,0.75321276334,-0.358945086143,9.9075260287
17.92,0.746054036823,-0.356927565569,9.90697281148
17.94,0.738935550074,-0.354921109339,9.90642251053
17.96,0.731857082389,-0.352925659129,9.9058751115
17.98,0.724818414229,-0.350941156899,9.90533060012
18,0.717819327211,-0.348967544896,9.90478896216
18.02,0.710859604106,-0.347004765653,9.90425018346
18.04,0.703939028829,-0.345052761984,9.90371424993
18.06,0.69705738644,-0.343111476985,9.90318114752
18.08,0.690214463129,-0.341180854035,9.90265086225
18.1,0.683410046221,-0.33926083679,9.90212338021
18.12,0.676643924161,-0.337351369186,9.90159868753
18.14,0.669915886515,-0.335452395435,9.90107677042
18.16,0.663225723961,-0.333563860027,9.90055761514
18.18,0.656573228283,-0.331685707724,9.90004120801
18.2,0.64995819237,-0.329817883564,9.89952753541
18.22,0.643380410206,-0.327960332855,9.89901658377
18.24,0.636839676866,-0.32611300118,9.8985083396
18.26,0.63033578851,-0.324275834388,9.89800278945
18.28,0.62386854238,-0.322448778599,9.89749991993
18.3,0.617437736792,-0.3206317802,9.89699971773
18.32,0.611043171132,-0.318824785846,9.89650216956
18.34,0.604684645849,-0.317027742455,9.89600726222
18.36,0.598361962452,-0.31524059721,9.89551498255
18.38,0.592074923504,-0.313463297559,9.89502531747
18.4,0.585823332617,-0.31169579121,9.89453825393
18.42,0.579606994443,-0.309938026131,9.89405377896
18.44,0.573425714676,-0.308189950552,9.89357187963
18.46,0.567279300041,-0.306451512959,9.89309254307
18.48,0.561167558291,-0.304722662098,9.89261575647
18.5,0.5550902982,-0.303003346969,9.89214150709
18.52,0.549047329562,-0.301293516827,9.89166978223
18.54,0.543038463182,-0.299593121182,9.89120056925
18.56,0.537063510872,-0.297902109797,9.89073385555
18.58,0.531122285447,-0.296220432686,9.89026962863
18.6,0.525214600719,-0.294548040114,9.88980787599
18.62,0.519340271492,-0.292884882594,9.88934858524
18.64,0.513499113557,-0.291230910889,9.888891744
18.66,0.507690943688,-0.289586076009,9.88843733996
18.68,0.501915579636,-0.28795032921,9.88798536089
18.7,0.496172840124,-0.286323621992,9.88753579458
18.72,0.490462544843,-0.2847059061,9.88708862889
18.74,0.484784514447,-0.283097133523,9.88664385173
18.76,0.479138570547,-0.281497256488,9.88620145108
18.78,0.473524535707,-0.279906227466,9.88576141494
18.8,0.467942233441,-0.278323999168,9.8853237314
18.82,0.462391488204,-0.27675052454,9.88488838859
18.84,0.456872125391,-0.275185756768,9.88445537469
18.86,0.451383971331,-0.273629649274,9.88402467793
18.88,0.445926853281,-0.272082155715,9.88359628661
18.9,0.440500599424,-0.270543229983,9.88317018906
18.92,0.435105038862,-0.269012826202,9.88274637368
18.94,0.429740001613,-0.267490898728,9.88232482892
18.96,0.424405318604,-0.26597740215,9.88190554327
18.98,0.419100821669,-0.264472291285,9.8814885053
19,0.413826343545,-0.262975521179,9.8810737036
19.02,0.408581717862,-0.261487047107,9.88066112683
19.04,0.403366779145,-0.26000682457,9.8802507637
19.06,0.398181362806,-0.258534809296,9.87984260297
19.08,0.393025305141,-0.257070957237,9.87943663345
19.1,0.387898443323,-0.255615224568,9.879032844
19.12,0.382800615401,-0.254167567688,9.87863122353
19.14,0.377731660291,-0.252727943217,9.87823176102
19.16,0.372691417779,-0.251296307997,9.87783444546
19.18,0.367679728509,-0.249872619087,9.87743926594
19.2,0.36269643398,-0.248456833769,9.87704621156
19.22,0.357741376547,-0.247048909537,9.87665527149
19.24,0.35281439941,-0.245648804108,9.87626643495
19.26,0.347915346615,-0.244256475409,9.87587969119
19.28,0.343044063045,-0.242871881585,9.87549502954
19.3,0.33820039442,-0.241494980994,9.87511243937
19.32,0.333384187288,-0.240125732207,9.87473191007
19.34,0.328595289025,-0.238764094005,9.87435343112
19.36,0.323833547832,-0.237410025383,9.87397699203
19.38,0.319098812722,-0.236063485542,9.87360258235
19.4,0.314390933528,-0.234724433895,9.8732301917
19.42,0.309709760888,-0.233392830061,9.87285980974
19.44,0.305055146249,-0.232068633866,9.87249142616
19.46,0.300426941857,-0.230751805343,9.87212503072
19.48,0.295825000756,-0.229442304729,9.87176061322
19.5,0.291249176784,-0.228140092465,9.87139816351
19.52,0.286699324568,-0.226845129194,9.87103767149
19.54,0.282175299518,-0.225557375765,9.87067912709
19.56,0.277676957828,-0.224276793223,9.87032252032
19.58,0.273204156468,-0.223003342816,9.8699678412
19.6,0.26875675318,-0.221736985992,9.86961507981
19.62,0.264334606476,-0.220477684396,9.8692642263
19.64,0.259937575633,-0.21922539987,9.86891527083
19.66,0.25556552069,-0.217980094453,9.86856820363
19.68,0.251218302442,-0.216741730381,9.86822301497
19.7,0.246895782437,-0.215510270081,9.86787969516
19.72,0.242597822974,-0.214285676178,9.86753823457
19.74,0.238324287098,-0.213067911487,9.86719862359
19.76,0.234075038593,-0.211856939015,9.86686085268
19.78,0.229849941983,-0.210652721961,9.86652491233
19.8,0.225648862526,-0.209455223715,9.8661907931
19.82,0.221471666211,-0.208264407853,9.86585848555
19.84,0.217318219751,-0.207080238142,9.86552798033
19.86,0.213188390584,-0.205902678535,9.8651992681
19.88,0.209082046867,-0.204731693173,9.8648723396
19.9,0.204999057471,-0.203567246381,9.86454718557
19.92,0.200939291981,-0.20240930267,9.86422379683
19.94,0.196902620687,-0.201257826733,9.86390216423
19.96,0.192888914585,-0.200112783448,9.86358227866
19.98,0.188898045372,-0.198974137875,9.86326413107
20,0.18492988544,-0.197841855254,9.86294771242
20.02,0.180984307878,-0.196715901005,9.86263301376
20.04,0.17706118646,-0.19559624073,9.86232002614
20.06,0.173160395651,-0.194482840207,9.86200874067
20.08,0.169281810595,-0.193375665394,9.8616991485
20.1,0.165425307117,-0.192274682424,9.86139124084
20.12,0.161590761717,-0.191179857607,9.86108500892
20.14,0.157778051566,-0.190091157429,9.86078044401
20.16,0.153987054506,-0.189008548548,9.86047753744
20.18,0.150217649043,-0.1879319978,9.86017628057
20.2,0.146469714343,-0.186861472188,9.85987666481
20.22,0.142743130232,-0.185796938892,9.8595786816
20.24,0.139037777191,-0.18473836526,9.85928232242
20.26,0.13535353635,-0.183685718812,9.85898757881
20.28,0.13169028949,-0.182638967235,9.85869444233
20.3,0.128047919033,-0.181598078389,9.85840290459
20.32,0.124426308047,-0.180563020297,9.85811295724
20.34,0.120825340232,-0.179533761152,9.85782459198
20.36,0.117244899927,-0.178510269313,9.85753780053
20.38,0.113684872101,-0.177492513302,9.85725257466
20.4,0.11014514235,-0.176480461809,9.85696890618
20.42,0.106625596895,-0.175474083685,9.85668678695
20.44,0.103126122579,-0.174473347946,9.85640620885
20.46,0.0996466068617,-0.173478223769,9.85612716382
20.48,0.0961869378191,-0.172488680493,9.85584964381
20.5,0.092747004138,-0.171504687617,9.85557364084
20.52,0.0893266951138,-0.1705262148,9.85529914695
20.54,0.0859259006472,-0.169553231861,9.85502615423
20.56,0.0825445112408,-0.168585708777,9.85475465479
20.58,0.0791824179962,-0.167623615681,9.85448464082
20.6,0.0758395126108,-0.166666922864,9.85421610449
20.62,0.0725156873744,-0.165715600775,9.85394903806
20.64,0.0692108351665,-0.164769620013,9.85368343379
20.66,0.065924849453,-0.163828951338,9.853419284
20.68,0.062657624283,-0.162893565658,9.85315658105
20.7,0.0594090542861,-0.161963434037,9.85289531731
20.72,0.0561790346688,-0.16103852769,9.85263548522
20.74,0.0529674612121,-0.160118817986,9.85237707724
20.76,0.0497742302678,-0.159204276441,9.85212008588
20.78,0.0465992387561,-0.158294874724,9.85186450366
20.8,0.0434423841624,-0.15739058465,9.85161032316
20.82,0.040303564534,-0.156491378187,9.85135753699
20.84,0.0371826784777,-0.155597227448,9.8511061378
20.86,0.0340796251563,-0.154708104692,9.85085611827
20.88,0.0309943042861,-0.153823982326,9.85060747111
20.9,0.0279266161338,-0.152944832904,9.8503601891
20.92,0.0248764615135,-0.152070629122,9.850114265
20.94,0.0218437417841,-0.151201343822,9.84986969166
20.96,0.018828358846,-0.150336949989,9.84962646193
20.98,0.0158302151386,-0.14947742075,9.84938456871
21,0.0128492136373,-0.148622729376,9.84914400493
21.02,0.00988525785079,-0.147772849278,9.84890476355
21.04,0.00693825181795,-0.146927754006,9.84866683759
21.06,0.00400810010534,-0.146087417255,9.84843022007
21.08,0.00109470780425,-0.145251812853,9.84819490406
21.0875447612,0,-0.144938366473,9.84819490406
